"code","short_name"
"3567","M Stopes Clinic (Durb)"
"3568","Marie Stopes Clinic (Isipingo)"
"3569","M Stopes Clinic (Pmb)"
"3570","M Stopes Clinic (Ulundi)"
"3571","M Lombaard Pharm"
"3572","Masada Workshop Clinic"
"3573","Masons Clinic"
"3574","Mason Str Clinic"
"3575","Masotsheni Clinic"
"3576","Mathungela Clinic"
"3577","Matikwe Clinic"
"3578","Matiwane Mobile 1"
"3579","Matiwaneskop Clinic"
"3580","Mawele Clinic"
"3581","Maxwell Clinic"
"3582","Mayizekane Clinic"
"3583","Mazabeko Clinic"
"3584","Mbadleni Clinic"
"3585","Mbangweni Clinic"
"3586","Mbazwana Clinic"
"3587","Mbekaphansi Clinic"
"3588","Mbongolwane Hospital"
"3589","Mbongolwane Mobile 1"
"3590","Mbongolwane Mobile 2"
"3591","Mbonwa Clinic"
"3592","Mboza Clinic"
"3593","Mbuthisweni Clinic"
"3594","McCords Hospital"
"3595","Mduku Clinic"
"3596","Mdumezulu Clinic"
"3597","Meadow Sweet Clinic"
"3598","Medcrest Pharm"
"3599","Medical Centre Pharmacy"
"3600","Medical Hall Pharmacy"
"3601","Medicco Pharmacy"
"3602","Medicross Pharmacy"
"3603","Melmoth Clinic"
"3604","Melmoth Mobile 1"
"3605","Meranti Pharmacy"
"3606","Merebank Clinic"
"3607","Mews Pharmacy"
"3608","Mfolozi Mobile 1"
"3609","Mfongosi Clinic"
"3610","Mfume Clinic"
"3611","Mgangeni Clinic"
"3612","Mgayi Clinic"
"3613","Mhlangana Clinic"
"3614","Mhlekazi Clinic"
"3615","Mhlumayo Clinic"
"3616","Mhlumayo Mobile 1"
"3617","Mhlungwane"
"3618","Midlands Medical Centre Hospital"
"3619","Midlands Mobile 1"
"3620","Mkhizwane HP"
"3621","Mkhonjane Clinic"
"3622","Mkuze Clinic"
"3623","ML Sultan Technikon Clinic"
"3624","Mndozo Clinic"
"3625","Mnqobokazi Clinic"
"3626","Mntungwana Clinic"
"3627","Mnyamana Clinic"
"3628","Molokohlo Clinic"
"3629","Molweni Clinic"
"3630","Mondi Enon Paper Clinic"
"3631","Mondlo 2 Clinic"
"3632","Montebello Gateway"
"3633","Montebello Hospital"
"3634","Montebello Mobile 1"
"3635","Montebello Mobile 2"
"3636","Mooi River Clinic"
"3637","Mooi River Mobile 1"
"3638","Mooi River Truck Clinic"
"3639","Morrison's Post Clinic"
"3640","Mosvold Gateway"
"3641","Mosvold Hospital"
"3642","Mosvold Mobile 1"
"3643","Mosvold Mobile 2"
"3644","Mosvold Mobile 3"
"3645","Mountain View Mobile 1"
"3646","Mountain View Salvation Army Mission Hospital"
"3647","Mount Edgecombe Hospital"
"3648","Mpandleni Clinic"
"3649","Mpembeni Clinic"
"3650","Mphise Clinic"
"3651","Mpola Clinic"
"3652","Mpophomeni Clinic"
"3653","Mpukunyoni Clinic"
"3654","Mpumalanga Clinic"
"3655","Mpumalanga Happy Hours"
"3656","Mpumelelo Clinic"
"3657","Mpumuza Clinic"
"3658","Mpungamhlophe Clinic"
"3659","Mqeku HP"
"3660","Mseleni Hospital"
"3661","Mseleni Mobile 1"
"3662","Mseleni Mobile 2"
"3663","Mshudu Clinic"
"3664","Msunduze Bridge Clinic"
"3665","Msunduzi Hospice"
"3666","Mthandeni Clinic"
"3667","Mthimude Clinic"
"3668","Mthungweni Clinic"
"3669","Mtubatuba Clinic"
"3670","Mtubatuba Mobile 1"
"3671","Mtubatuba Mobile 2"
"3672","Mumbe Clinic"
"3673","Murchison Gateway"
"3674","Murchison Hospital"
"3675","Murchison Mall Pharmacy"
"3676","Mvelabusha Clinic"
"3677","Mvoti Clinic"
"3678","Mvubukazi Clinic"
"3679","Mvutshini Clinic (HC)"
"3680","Mvutshini Clinic (Umla)"
"3681","Mzamo Clinic"
"3682","Naas Farm Clinic"
"3683","Nagina Clinic"
"3684","Nandi Clinic"
"3685","Natal Tanning Clinic"
"3686","Ncemaneni Clinic"
"3687","Ncibidwane Clinic"
"3688","Ncome Clinic"
"3689","Ncome Corr"
"3690","Ncotshane Clinic"
"3691","Ncwadi Clinic"
"3692","Ndabaningi Clinic"
"3693","Ndaleni Clinic"
"3694","Ndawana Health Post"
"3695","Ndelu Clinic"
"3696","Ndlangubo Clinic"
"3697","Ndulinde Clinic"
"3698","Ndumo Clinic"
"3699","Ndundulu Clinic"
"3700","Ndwebu Clinic"
"3701","Ndwedwe CHC"
"3702","Ndwedwe Mobile 1"
"3703","Ndwedwe Mobile 2"
"3704","Nellies Farm Clinic"
"3705","Newcastle Clinic"
"3706","Newcastle Corr"
"3707","Newcastle Gateway"
"3708","Newcastle Hospital"
"3709","Newcastle Mobile 1"
"3710","Newcastle Mobile 2"
"3711","Newcastle Private Hospital"
"3712","New Germany Clinic"
"3713","New Germany Pharmacy"
"3714","New Hanover Corr"
"3715","Newlands East Clinic"
"3716","Newlands West Clinic"
"3717","New Start Durban VCT"
"3718","New Start PMB VCT"
"3719","Newtown A CHC"
"3720","Newtown Youth Health Centre"
"3721","Ngqeku Clinic"
"3722","Ngubeni Clinic"
"3723","Ngubevu Clinic"
"3724","Ngudwini Clinic"
"3725","Ngwavuma Orphan Care"
"3726","Ngwelezana Clinic"
"3727","Ngwelezana Hospital"
"3728","Nhlabane Clinic"
"3729","Nhlalwane Clinic"
"3730","Nhlungwana Clinic"
"3731","Niemeyer Gateway"
"3732","Niemeyer Memorial Hospital"
"3733","Ninikhona Happy Hrs"
"3734","Njoko Clinic"
"3735","Nkande Clinic"
"3736","Nkandla Hospital"
"3737","Nkandla Mobile 1"
"3738","Nkandla Mobile 2"
"3739","Nkandla Mobile 3"
"3740","Nkonjeni Gateway"
"3741","Nkonjeni Hospital"
"3742","Nkonjeni Mobile 1"
"3743","Nkonjeni Mobile 2"
"3744","Nkundusi Clinic"
"3745","Nkungwini Clinic"
"3746","Nkunzana Clinic"
"3747","Nkwali Clinic"
"3748","Nkwalini Clinic"
"3749","Nocomboshe Clinic"
"3750","Nokweja Clinic"
"3751","Nomdiya"
"3752","Nomponjwana Clinic"
"3753","Nondabuya Clinic"
"3754","Nondweni Clinic"
"3755","Nongamlane Clinic"
"3756","Nongoma Clinic"
"3757","Northdale Clinic"
"3758","Northdale Gateway"
"3759","Northdale Hospital"
"3760","Northdene Mobile 1"
"3761","Northlands Pharmacy"
"3762","Noyibazi Clinic"
"3763","Nqetho HP"
"3764","Nseleni CHC"
"3765","Nsimbini Clinic"
"3766","Ntababomvu Clinic"
"3767","Ntabamhlope Clinic"
"3768","Ntabeni Clinic"
"3769","Ntambanana Clinic"
"3770","Ntembeni Clinic"
"3771","Ntembisweni Clinic"
"3772","Ntimbankulu Clinic"
"3773","Ntinini Clinic"
"3774","Ntondweni Clinic"
"3775","Ntshongwe Clinic"
"3776","Ntshongweni Clinic"
"3777","Ntshongweni HP"
"3778","Ntumeni Clinic"
"3779","Ntuze Clinic"
"3780","Ntuzuma Clinic"
"3781","Nu-Shifa Hospital"
"3782","Nxamalala Clinic (Esh)"
"3783","Nxamalala Clinic (Imp)"
"3784","Nyangwini Clinic"
"3785","Nyangwini Happy Hours"
"3786","Oakford Clinic"
"3787","Ocilwane Clinic"
"3788","Odidini Clinic"
"3789","Ohwebede Clinic"
"3790","Okhahlamba School Health Service"
"3791","Oliviershoek Clinic"
"3792","Ombimbini"
"3793","Open Door Crisis VCT"
"3794","Ophansi Clinic"
"3795","Ophondweni Clinic"
"3796","Ophuzana Clinic"
"3797","Oqaqeni Clinic"
"3798","Oqondweni Clinic"
"3799","Oribi Clinic"
"3800","Osindisweni Hospital"
"3801","Osizweni 1 Clinic"
"3802","Osizweni 2 Clinic"
"3803","Osizweni 3 Clinic"
"3804","Osizweni (Uml Q) Clinic"
"3805","Osungulweni Clinic"
"3806","Othweba HP"
"3807","Otimati Clinic"
"3808","Ottawa Clinic"
"3809","Outer West Mobile 1"
"3810","Oval Pharmacy"
"3811","Overport City Pharmacy"
"3812","Overport Clinic"
"3813","Overport Happy Hrs"
"3814","Pannar Seed Co Clinic"
"3815","Parklands Hospital"
"3816","Pata Clinic"
"3817","Patheni Clinic"
"3818","Paulpietersburg Satellite Clinic"
"3819","Peaceville Clinic"
"3820","Pennington Clinic"
"3821","Peoples Pharmacy"
"3822","Phaphamani Clinic"
"3823","Pharmcare Pharmacy"
"3824","Phatheni"
"3825","Phelandaba Clinic"
"3826","Phila Kahle VCT"
"3827","Philani Clinic"
"3828","Philanjalo Hospice"
"3829","Phoenix Assessment and Therapy Centre"
"3830","Phoenix CHC"
"3831","Phoenix Happy Hrs"
"3832","Phoenix Pharm"
"3833","Pholela CHC"
"3834","Pholela Mobile 1"
"3835","Pholela Mobile 2"
"3836","Phungashe Clinic"
"3837","Pietermaritzburg City Engineers Occupational Health Clinic"
"3838","Pmb Elec Dept Clinic"
"3839","Pmb Factories Mob 1"
"3840","Pietermaritzburg Geriatric Satellite Clinic"
"3841","Pietermaritzburg Medi-Clinic Hospital"
"3842","Pmb New Corr"
"3843","Pine St (Greytown) Clinic"
"3844","Pinetown Clinic"
"3845","Pinetown Mobile 1"
"3846","Pinetown Mobile 2"
"3847","Pinetown Mobile 3"
"3848","Pinetown Mobile 4"
"3849","Pisgah Clinic"
"3850","Plaza Pharm"
"3851","Pongola Clinic"
"3852","Pongola Hospital"
"3853","Port Edward Clinic"
"3854","P Shepstone Clinic"
"3855","P Shepstone Corr"
"3856","Port Shepstone Hospital"
"3857","Port Shepstone Mobile 1"
"3858","Port Shepstone Mobile 2"
"3859","Port Shepstone Mobile 3"
"3860","Port Shepstone Mobile 4"
"3861","Port Shepstone Mobile 5"
"3862","Port Shepstone Mobile 6"
"3863","Port Shepstone Mobile 7"
"3864","Port Shepstone Mobile 8"
"3865","Power of God VCT"
"3866","Prime Cure Clinic"
"3867","Prince Mshiyeni Gateway"
"3868","Prince Mshiyeni Memorial Hospital"
"3869","Princess Mhlosheni Clinic"
"3870","Prince Zulu Communicable Diseases Centre Clinic"
"3871","Qadi Clinic"
"3872","Qalakabusha Corr"
"3873","Qalukubheka Clinic"
"3874","Qinelani Clinic"
"3875","Queensburgh Clinic"
"3876","Qulashe Clinic"
"3877","Rainbow Hosp"
"3878","Redcliffe Clinic"
"3879","Redhill Clinic"
"3880","Reservoir Hills Clinic"
"3881","Richards Bay Clinic"
"3882","Richmond Chest Hospital"
"3883","Richmond Clinic"
"3884","Richmond Mobile 1"
"3885","Rietvlei Clinic"
"3886","Rietvlei Hospital"
"3887","Rietvlei Mob 1"
"3888","Riverside Clinic"
"3889","Riverview Country Hospital"
"3890","RK Khan Gateway"
"3891","RK Khan Hospital"
"3892","Rockcliff Clinic"
"3893","Rorke's Drift Clinic"
"3894","Rosary Clinic"
"3895","Rose Clinic (Durban)"
"3896","Rosetta Clinic"
"3897","Rydalvale Clinic"
"3898","SACTWU HWP Lady Mob 1"
"3899","SACTWU"
"3900","Sahlumbe Clinic"
"3901","Saiccor Hospital"
"3902","Sakhimpilo Clinic"
"3903","Samungu Clinic"
"3904","SANCA Durban VCT"
"3905","Sandanezwe Clinic"
"3906","Sangcwaba Clinic"
"3907","Santombe Clinic"
"3908","Sappi Clinic (Umbo)"
"3909","Savannah Park Clinic"
"3910","Scadifa Chatsworth House"
"3911","Scottburgh Clinic"
"3912","Scottsville Clinic"
"3913","Sea Cow Lake Clinic"
"3914","Seed of Hope VCT"
"3915","Sentinel Pharm"
"3916","Sevonfontein Corr"
"3917","Seymour's Pharm"
"3918","Shakaskraal Clinic"
"3919","Shallcross Clinic"
"3920","Shayamoya Health Post"
"3921","Shelly Beach Clinic"
"3922","Shemula Clinic"
"3923","Shongweni Dam Mob 1"
"3924","Sibuyane Clinic"
"3925","Sigweje Clinic"
"3926","Sihleza Clinic"
"3927","Siloah Lutheran Mission Hospital"
"3928","Siloah Mobile 1"
"3929","Simdlangentsha Mobile 1"
"3930","Simdlangentsha Mobile 2"
"3931","Simdlangentsha Mobile 3"
"3932","Sinathing Clinic"
"3933","Singisi Clinic"
"3934","Siphamandla Clinic"
"3935","Siphilile Clinic"
"3936","Siphimpilo Clinic"
"3937","Sipho Zungu Clinic"
"3938","Sitezi Clinic"
"3939","Sivananda Clinic"
"3940","Siyakhathala Clinic"
"3941","Siyathemba HCC"
"3942","Sizana Clinic"
"3943","Sobantu Clinic"
"3944","Sokhulu Clinic"
"3945","Somkhele Clinic"
"3946","Songonzima Clinic"
"3947","Southport Clinic"
"3948","Sovane Clinic"
"3949","Sparkport Pharmacy (Chatsworth)"
"3950","Sparkport Pharmacy (City)"
"3951","Sparkport Pharmacy (Overport)"
"3952","Sparkport Pharmacy (Quality Street)"
"3953","Sparkport Pharmacy (Regent)"
"3954","Springlake Coll Clinic"
"3955","Stafford Clinic"
"3956","St Aidans Hospital"
"3957","St Andrew's Gateway"
"3958","St Andrew's Hospital"
"3959","St Andrew's Mob 1"
"3960","St Andrew's Mob 2"
"3961","Stanger Hospital"
"3962","Stanger Mobile 1"
"3963","Stanger Mobile 2"
"3964","St Anne's Clinic"
"3965","St Anne's Hospital"
"3966","St Apollinaris Gateway"
"3967","St Apollinaris Hospital"
"3968","St Apollinaris Mobile 1"
"3969","St Apollinaris Mobile 2"
"3970","Star for Life"
"3971","Starwood Clinic"
"3972","St Augustine's Hospital"
"3973","St Chads CHC"
"3974","Steadville Clinic"
"3975","Stedham Clinic"
"3976","Stepmore Health Post"
"3977","St Faith's Clinic"
"3978","St Francis Gateway"
"3979","St Francis Hospital"
"3980","St Francis Mobile 1"
"3981","St Francis Mobile 2"
"3982","St Luke's Home"
"3983","St Margaret's Clinic"
"3984","St Margaret's TB Hospital"
"3985","St Mary's Hospital (Mariannhill)"
"3986","St Mary's Outreach"
"3987","Stonebridge Clinic"
"3988","Stott Road Clinic"
"3989","Sukumani"
"3990","Sundumbili CHC"
"3991","Sundumbili Mobile 1"
"3992","Sunningdale Pharmacy"
"3993","Swart Mfolozi Clinic"
"3994","Sydenham Heights Clinic"
"3995","Tafelkop HP"
"3996","Tafelkop VCT"
"3997","Taylors Halt Clinic"
"3998","Technikon Natal Clinic (Durban)"
"3999","Tech Natal (Pmb)"
"4000","Thafamasi Clinic"
"4001","Thalaneni Clinic"
"4002","Thandanani (Dann)"
"4003","Thandanani Clinic (Okha)"
"4004","The Bay Hospital"
"4005","The Manor House"
"4006","Thembalesizwe Clinic"
"4007","Thembalihle Clinic"
"4008","Thembumusa Clinic"
"4009","Thengane Clinic"
"4010","Thokozani Clinic"
"4011","Tholimpilo Clinic"
"4012","Tholusizo Clinic"
"4013","Thonjeni Clinic"
"4014","Thubalethu Health Post"
"4015","Thulasizwe Hospital"
"4016","Tobolsk Clinic"
"4017","Tongaat CHC"
"4018","Tongaat Mobile 1"
"4019","Tongaat Mobile 2"
"4020","Townhill Hospital"
"4021","Trenance Clinic"
"4022","Tsatsi Mem Clinic"
"4023","Tshelimnyama Clinic"
"4024","Tugela Clinic"
"4025","Tugela Roadside Clinic"
"4026","Twasana Clinic"
"4027","U Nesibindi VCT"
"4028","Ukuthula Clinic"
"4029","Ulundi A Clinic"
"4030","Umbumbulu Clinic"
"4031","Umbumbulu Mobile 1"
"4032","Umbumbulu Mobile 2"
"4033","Umdloti Mobile 1"
"4034","Umgababa HP"
"4035","Umgeni Waterfall Institute Hospital"
"4036","Umhlanga Clinic"
"4037","Umhlanga Hospital"
"4038","Umhlathuze HTA site"
"4039","Umhlatuzana Pharm"
"4040","Umkhontokayise Clinic"
"4041","Umkomaas Clinic"
"4042","Umlazi AA Clinic"
"4043","Umlazi Chest Clinic"
"4044","Umlazi D Clinic"
"4045","Umlazi G Clinic"
"4046","Umlazi House"
"4047","Umlazi K Clinic"
"4048","Umlazi N Clinic"
"4049","Umlazi U21 Clinic"
"4050","Umlazi V Clinic"
"4051","Umngeni HP"
"4052","Umnini Clinic"
"4053","Umphumulo Gateway"
"4054","Umphumulo Hospital"
"4055","Umphumulo Mobile 1"
"4056","Umphumulo Mobile 2"
"4057","Umtentweni Clinic"
"4058","Umtshezi School Health Service"
"4059","Umzimkhulu Clinic"
"4060","Umzimkhulu Hospital"
"4061","Umzimkhulu Mobile 1"
"4062","Umzimkhulu Mobile 2"
"4063","Umzinto Clinic"
"4064","Umzinto Corr"
"4065","Umzinto Mobile 1"
"4066","Umzinto Mobile 2"
"4067","Umzinto Mobile 3"
"4068","Umzinto Mobile 4"
"4069","Umzinto North Clinic"
"4070","Umzomuhle (Uml H) Clinic"
"4071","Underberg Clinic"
"4072","Underberg Mobile 1"
"4073","University of Durban-Westville Clinic"
"4074","University of Natal (Durban) Clinic"
"4075","University of Natal (Pmb) Clinic"
"4076","Unknown Gateway"
"4077","Untunjambili Gateway"
"4078","Untunjambili Hospital"
"4079","Untunjambili Mobile 1"
"4080","Usizo Lwethu VCT"
"4081","Usuthu Clinic"
"4082","Utrecht Mobile 1"
"4083","Utrecht Mobile 2"
"4084","Verdriet Clinic"
"4085","Verulam Clinic"
"4086","Verulam Hospice"
"4087","Verulam Mobile 1"
"4088","Verulam Mobile 2"
"4089","Victoria Hospital"
"4090","Virtual Care Pharm"
"4091","Vryheid Gateway"
"4092","Vryheid Hospital"
"4093","Vryheid Mobile 1"
"4094","Vryheid Mobile 2"
"4095","Vryheid Mobile 3"
"4096","Vumanhlamvu Clinic"
"4097","Walton Clinic"
"4098","Wasbank Clinic"
"4099","Waterfall Clinic"
"4100","Waterfall Corr"
"4101","Waterloo Clinic"
"4102","Waterloo NIP Site"
"4103","Waterloo Phase 6 Mob 1"
"4104","Watersmeet Clinic"
"4105","Wela Clinic"
"4106","Welbedacht Clinic"
"4107","Welbedacht East Mobile 1"
"4108","Welbedacht West Mobile 1"
"4109","Wembezi Clinic"
"4110","Wentworth AIDS Clinic"
"4111","Wentworth Club 92 House"
"4112","Wentworth Gateway"
"4113","Wentworth Hospital"
"4114","Wentworth House"
"4115","Westville Clinic"
"4116","Westville Corr"
"4117","Westville Hospital"
"4118","Westville Med-A Corr"
"4119","Westville Med-C Corr"
"4120","Westville Med-D Corr"
"4121","Westville Med-E Corr"
"4122","Weza Clinic"
"4123","Willowfountain Clinic"
"4124","Winterton Pharm"
"4125","Woodhurst Clinic"
"4126","Woodlands Clinic"
"4127","Woodview Pharmacy"
"4128","Wosiyane Clinic"
"4129","Wyebank Clinic"
"4130","Xhamini Clinic"
"4131","Xulu Clinic"
"4132","Zama Zama Clinic"
"4133","Zilulwane Clinic"
"4134","Zoelife Albert Park"
"4135","Zoelife Ethekwini College"
"4136","Zoe-Life (Glenwood)"
"4137","Zoe-Life Outreach"
"4138","Zoe-Life (Wentworth)"
"4139","Zululand Hospice"
"4140","Zwelibomvu Clinic"
"4141","Zwelisha Clinic"
"4142","Zwelitsha Mobile 1"
"4143","Abbotspoort Clinic"
"4144","Abbotspoort Mobile 1"
"4145","Agatha Mobile 1"
"4146","Alldays Clinic"
"4147","Alldays/Vivo Mobile 1"
"4148","Alma Clinic"
"4149","A Mamabolo"
"4150","Amandelbult Hosp"
"4151","Ambergate Clinic"
"4152","Ambergate Mobile 1"
"4153","Armoed"
"4154","Bakenberg Clinic"
"4155","Bakenberg Mobile 1"
"4156","Bakenberg Mobile 2"
"4157","Bakenberg Mobile 3"
"4158","Basani"
"4159","Bavaria"
"4160","Beaconsfield"
"4161","Beauty Mobile 1"
"4162","Bela-Bela"
"4163","Bellevue Clinic"
"4164","Benfarm"
"4165","Bismarck"
"4166","Block 14"
"4167","Blouberg CHC"
"4168","Bloubrg Gateway"
"4169","Blouberg Mobile 1"
"4170","Bochabelo"
"4171","Bokwalakwala"
"4172","Bolobedu"
"4173","Boschkloof"
"4174","Boschplaats"
"4175","Botlok Gateway"
"4176","Botlokwa Hospital"
"4177","Buffelshoek (Bloub)"
"4178","Buitestraat"
"4179","Bungeni CHC"
"4180","Bungeni Mobile 1"
"4181","Burgerecht Clinic"
"4182","Burgersfort CHC"
"4183","Burgersfort Mobile 1"
"4184","Byldrift"
"4185","Calais Clinic"
"4186","Carlotta"
"4187","Chalema"
"4188","Charlie Rangaan"
"4189","Chromite Clinic"
"4190","Chuene"
"4191","Constantia Mobile 1"
"4192","Damani"
"4193","Dan Village"
"4194","Davhana"
"4195","Deerpark Mobile 1"
"4196","De Hoop Clinic"
"4197","Dendron Clinic"
"4198","Dendron Mobile 1"
"4199","Dennilton Private"
"4200","De Vrede"
"4201","Diana"
"4202","Dichoeung"
"4203","Dikgalaopeng"
"4204","Dikgale"
"4205","Dikgale Makotopong Mobile 1"
"4206","Dikgale Makotopong Mobile 2"
"4207","Dilokong Gateway"
"4208","Dilokong Hospital"
"4209","Dira Go Direge ARV Clinic"
"4210","Dithabaneng"
"4211","Donald CHC"
"4212","Donald Fraser Hospital"
"4213","Dr CN Phatudi Hospital"
"4214","Hugo Nkabinde"
"4215","Dr Machupe Mobile 1"
"4216","Dr Machupe Mobile 2"
"4217","Dr Machupe Mobile 3"
"4218","Dr Machupe Mobile 4"
"4219","Dr Machupe Mobile 5"
"4220","Dr Machupe Mobile 6"
"4221","Dr Machupe Mobile 7"
"4222","Dr Machupe Mobile 8"
"4223","Dr Machupe Mobile 9"
"4224","Dr Machupe CHC"
"4225","Duiwelskloof CHC"
"4226","Duiwelskloof Gateway"
"4227","Duvhuledza"
"4228","Dwaalboom"
"4229","Dzingahe"
"4230","Dzumeri CHC"
"4231","Dzwerani"
"4232","Eensaam"
"4233","Eerstegeluk"
"4234","Eisleben"
"4235","Elandsdoorn"
"4236","Elandskraal"
"4237","Elim Hospital"
"4238","Elim Mobile 1"
"4239","Ellisras Clinic"
"4240","Ellisras East Mobile 1"
"4241","Ellisras Hospital"
"4242","Evelyn Lekganyane"
"4243","Evuxakeni Hospital"
"4244","Fetakgomo Mobile 1"
"4245","Fetakgomo Mobile 2"
"4246","Fetakgomo Mobile 3"
"4247","FH Odendaal MDR Hospital"
"4248","FH Odendaal (Nylstroom) Hospital"
"4249","Folovhodwe"
"4250","Fondwe"
"4251","Frisgewaght"
"4252","G Masebe Gateway"
"4253","George Masebe Hospital"
"4254","Gideon Clinic"
"4255","Gillumburg Mobile 1"
"4256","Giyani CHC"
"4257","Goedentrou"
"4258","Goedgedach"
"4259","Goedgevonden"
"4260","Gondeni"
"4261","Gr Potgietersrus Mob 1"
"4262","Groblersdal Clinic"
"4263","Groblersdal Hospital"
"4264","Groblersdal Mobile 1"
"4265","Groblersdal Mob 2"
"4266","Grootdraai Clinic"
"4267","Guyuni"
"4268","Ha-mutsha"
"4269","Ha-mutsha Tshino Mobile 1"
"4270","Hayani Hospital"
"4271","HC Boshoff Gateway"
"4272","HC Boshoff Mobile 1"
"4273","HC Boshoff Mobile 2"
"4274","HC Boshoff Mob 3"
"4275","Helderwater"
"4276","Helene Franz Gateway"
"4277","Helene Franz Hospital"
"4278","Helene Franz Mobile 1"
"4279","Helene Franz School"
"4280","Hlaneki"
"4281","Hlogotlou Clinic"
"4282","Hlogotlou Mobile 1"
"4283","Hoedspruit Clinic"
"4284","Hoedspruit Mobile 1"
"4285","Hoedspruit Mobile 2"
"4286","Humulani"
"4287","Ikageng"
"4288","Indermark"
"4289","Jakkalskuil"
"4290","Jamela Clinic"
"4291","Jane Furse Gateway"
"4292","Jane Furse Hospital"
"4293","Jane Furse Mobile 3"
"4294","Jane Furse Mobile 4"
"4295","JCI Mob 1"
"4296","J Mamabolo"
"4297","Julesburg"
"4298","Julesburg Mobile 1"
"4299","Keerom"
"4300","Kganya Mobile 1"
"4301","Kganya Mobile 2"
"4302","Kganya Mob 3"
"4303","Kgapane"
"4304","Kgapane Gateway"
"4305","Kgapane Hospital"
"4306","Kgapane Mobile 1"
"4307","Kgapane Mobile 2"
"4308","Kgapane Mobile 3"
"4309","Khakhala-Hlomela"
"4310","Khakhu"
"4311","Kheyi"
"4312","Khomela"
"4313","Khujwana"
"4314","Kibi"
"4315","Klipspruit"
"4316","Koedoesrand Mobile 1"
"4317","Koedoesrand Mobile 2"
"4318","Koedoesrand Mobile 3"
"4319","Kopano ARV Clinic"
"4320","Krantzplaas"
"4321","Kremetart"
"4322","Kromdraai Clinic"
"4323","Kromdraai Mobile 1"
"4324","Kromhoek"
"4325","Kulani"
"4326","Kuruleni"
"4327","Kutama"
"4328","Kutama Sinthumule Corr"
"4329","Kwarrielaagte Clinic"
"4330","Laastehoop Clinic"
"4331","Lambani"
"4332","Lebaka"
"4333","Lebowakgomo Clinic"
"4334","Lebowakgomo Gateway"
"4335","Lebowakgomo Hospital"
"4336","Ledwaba"
"4337","Lekhureng"
"4338","Lenyenye"
"4339","Lephalale Clinic"
"4340","Lephalale North Mobile 1"
"4341","Lephepane"
"4342","Lesfontein"
"4343","Letaba Hospital"
"4344","Letsitele"
"4345","Letsitele Mobile 1"
"4346","Levubu"
"4347","Limpopo Medi-Clinic Hospital"
"4348","Lonmin Mine Clinic"
"4349","Lonsdale"
"4350","Lorraine"
"4351","L Trichardt Clinic"
"4352","L Trichardt Corr"
"4353","Louis Trichardt Hospital"
"4354","Louis Trichardt Mobile 1"
"4355","Lulekani CHC"
"4356","Lwamondo Clinic"
"4357","Maake"
"4358","Mabins"
"4359","Mabuela Clinic"
"4360","Madala"
"4361","Madala Mobile 1"
"4362","Madibong Clinic"
"4363","Madimbo"
"4364","Madombidzha"
"4365","Madumane"
"4366","Mafefe"
"4367","Magalies"
"4368","Magukubjane"
"4369","Magwedzha Clinic"
"4370","Mahale Clinic"
"4371","Mahubahube"
"4372","Mahwelereng 1"
"4373","Mahwelereng 2"
"4374","Mahwelereng Zone 2"
"4375","Maja-Chuene Mobile 1"
"4376","Maja-Chuene Mobile 2"
"4377","Maja-Chuene Mobile 3"
"4378","Maja"
"4379","Makahlule"
"4380","Makanye"
"4381","Makeepsvlei"
"4382","Makgato"
"4383","Makgope"
"4384","Makhado"
"4385","Makhado Mobile 1"
"4386","Makhushane Clinic"
"4387","Makhuva"
"4388","Makofane"
"4389","Makonde Clinic"
"4390","Makotopong"
"4391","Makuleke"
"4392","Makuya"
"4393","Malamulele Clinic"
"4394","Malamulele Hospital"
"4395","Malamulele Mobile 1"
"4396","Malamulele Mobile 2"
"4397","Malamulele Mobile 3"
"4398","Malamulele Mobile 4"
"4399","Malamulele Mobile 5"
"4400","Malemati"
"4401","Mamaila"
"4402","Mamanyoha"
"4403","Mamaselela"
"4404","Mamitwa Clinic"
"4405","Mamokgasefoka"
"4406","Mamone"
"4407","Mamotshwa"
"4408","Mampana"
"4409","Mamushi"
"4410","Manamela Clinic"
"4411","Manavhela"
"4412","Manenzhe"
"4413","Manganeng"
"4414","Mankotsane"
"4415","Mankuwe"
"4416","Mankweng Clinic"
"4417","Mankweng Gateway"
"4418","Mankweng Hospital"
"4419","Manotoana"
"4420","Manyima"
"4421","Mapayeni"
"4422","Mapela Clinic"
"4423","Mapela Mobile 1"
"4424","Mapela Mobile 2"
"4425","Maphalle"
"4426","Maphutha L Malatjie Hospital"
"4427","Maphutha L Malatjie Mobile 1"
"4428","Maphutha L Malatjie Mobile 2"
"4429","Maphutha L Malatjie Mobile 3"
"4430","Mapodu"
"4431","Maraba"
"4432","Maraba-Mashashane Mobile 1"
"4433","Maraba-Mashashane Mobile 2"
"4434","Marapong"
"4435","Marble Hall Clinic"
"4436","Marble Hall Mobile 1"
"4437","Marble Hall Mobile 2"
"4438","Marble Hall Mobile 3"
"4439","Marble Hall Mobile 4"
"4440","Marble Hall Mobile 5"
"4441","Marishane"
"4442","Mariveni"
"4443","Marseilles"
"4444","Marulaneng (Makhudu)"
"4445","Marulaneng (Marble)"
"4446","Masakona"
"4447","Mashabela"
"4448","Mashamba"
"4449","Mashashane"
"4450","Mashau"
"4451","Mashishimale Clinic"
"4452","Mashite Clinic"
"4453","Masisi"
